, estacion,code_merge,codigo,freez,freez_imputed_proba,hum,hum_imputed_proba,lev_max,lev_max_imputed_proba,lev_mid,lev_mid_imputed_proba,lev_min,lev_min_imputed_proba,merge_cod,month,rain,rain_1mm,rain_1mm_imputed_proba,rain_cum,rain_cum_imputed_proba,rain_imputed_proba,rain_max_10,rain_max_10_imputed_proba,rain_max_day,rain_max_day_imputed_proba,sun,sun_imputed_proba,temp_avg,temp_avg_imputed_proba,temp_max_abs,temp_max_abs_imputed_proba,temp_max_avg,temp_max_avg_imputed_proba,temp_min_abs,temp_min_abs_imputed_proba,wind_avg,wind_avg_imputed_proba,wind_max,wind_max_avg,wind_max_avg_imputed_proba,wind_max_imputed_proba,year
2333,Eskas,C0F1_Eskas_2017_JUN,C0F1,0,0.9899201393127441,79.8,0.015492727048695087,0.599,0.009900989942252636,0.234,0.009900989942252636,0.000,0.12417986243963242,C0F1_Eskas_2017_JUN,JUN,11,4,0.13377125561237335,70,0.009900989942252636,0.10553865879774094,0.5,0.022098667919635773,14.8,0.028245344758033752,18.6,0.8921451568603516,17.1,0.021015504375100136,34.8,0.019261695444583893,23.4,0.03329434245824814,12.1,0.05325648561120033,6.0,0.02888467162847519,61.9,35.0,0.22467507421970367,0.03140660747885704,2017
2742,Eskas,C0F1_Eskas_2017_JUL,C0F1,0,0.9951038360595703,79.8,0.015125075355172157,0.599,0.009900989942252636,0.234,0.009900989942252636,0.000,0.11896426230669022,C0F1_Eskas_2017_JUL,JUL,6,4,0.22603662312030792,70,0.009900989942252636,0.08704152703285217,0.5,0.030466344207525253,14.8,0.026253828778862953,19.4,0.7959451079368591,15.2,0.029028182849287987,36.8,0.017256736755371094,24.6,0.028914369642734528,12.5,0.04506300017237663,5.4,0.02614390105009079,83.9,27.1,0.2507076859474182,0.029566269367933273,2017
3151,Eskas,C0F1_Eskas_2017_AGO,C0F1,0,0.9872898459434509,81.6,0.01701456494629383,0.599,0.009900989942252636,0.234,0.009900989942252636,0.000,0.11523167788982391,C0F1_Eskas_2017_AGO,AGO,1,11,0.12046604603528976,70,0.009900989942252636,0.15643809735774994,4,0.01944075897336006,19,0.032582152634859085,15.0,0.4430978000164032,20.2,0.019801173359155655,29.6,0.016310296952724457,25.0,0.02361416630446911,16.3,0.05964396521449089,8.4,0.028735175728797913,61.9,29.4,0.2115594893693924,0.03072955831885338,2017
3560,Eskas,C0F1_Eskas_2017_SET,C0F1,0,0.9706849455833435,81.6,0.016338899731636047,0.599,0.009900989942252636,0.234,0.009900989942252636,0.000,0.0959925726056099,C0F1_Eskas_2017_SET,SET,14,11,0.24554431438446045,70,0.009900989942252636,0.11314363777637482,4.6,0.021269939839839935,20.1,0.029465770348906517,16.3,0.4275095760822296,20.2,0.029768817126750946,36.2,0.017624279484152794,26.4,0.037580810487270355,14.8,0.058186985552310944,6.0,0.03193606808781624,63.0,29.7,0.37674790620803833,0.03081873059272766,2017
2702,Galdakao,C009_Galdakao_2017_JUL,C009,0,,79.0,0.01546438317745924,0.599,0.009900989942252636,0.234,0.009900989942252636,0.000,0.12823331356048584,C009_Galdakao_2017_JUL,JUL,13,11,0.18166190385818481,70,0.009900989942252636,0.0929442048072815,2,0.023092122748494148,19,0.022479042410850525,10.4,0.37152841687202454,15.2,0.020105786621570587,25.3,0.01553092896938324,17.2,0.031189462170004845,11.6,0.0360613614320755,5.4,0.03495408222079277,83.9,27.1,0.3534012734889984,0.035309284925460815,2017
4908,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2018_ENE,C0C4,0,0.3818349540233612,79.8,0.01608525775372982,1.635,,0.647,,0.000,0.08603622019290924,C0C4_Sodupe-Cadagua_2018_ENE,ENE,10,4,0.1495719850063324,70,0.009900989942252636,0.13917864859104156,0.5,0.02164260856807232,15.6,0.02518633008003235,19.4,0.20410773158073425,15.2,0.03198724985122681,27.9,0.01660003513097763,18.6,0.03381673991680145,9.9,0.03196142986416817,15.5,0.02310797944664955,83.9,40.8,0.2275497317314148,0.02941632643342018,2018
4909,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2017_ENE,C0C4,0,0.3818349540233612,79.8,0.01608525775372982,1.669,,0.495,,0.000,0.09632682800292969,C0C4_Sodupe-Cadagua_2017_ENE,ENE,10,4,0.1495719850063324,70,0.009900989942252636,0.13917864859104156,0.5,0.02164260856807232,15.6,0.02518633008003235,19.4,0.20410773158073425,15.2,0.03198724985122681,27.9,0.01660003513097763,18.6,0.03381673991680145,9.9,0.03196142986416817,15.5,0.02310797944664955,83.9,40.8,0.2275497317314148,0.02941632643342018,2017
4911,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2016_ENE,C0C4,0,0.3818349540233612,79.8,0.01608525775372982,0.680,,0.390,,0.000,0.09246214479207993,C0C4_Sodupe-Cadagua_2016_ENE,ENE,10,4,0.1495719850063324,70,0.009900989942252636,0.13917864859104156,0.5,0.02164260856807232,15.6,0.02518633008003235,19.4,0.20410773158073425,15.2,0.03198724985122681,27.9,0.01660003513097763,18.6,0.03381673991680145,9.9,0.03196142986416817,15.5,0.02310797944664955,83.9,40.8,0.2275497317314148,0.02941632643342018,2016
4912,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2018_FEB,C0C4,0,0.3818039298057556,79.0,0.01658439449965954,1.508,,0.833,,0.000,0.10804221779108047,C0C4_Sodupe-Cadagua_2018_FEB,FEB,13,11,0.18166190385818481,70,0.009900989942252636,0.13701845705509186,2,0.023092122748494148,19,0.03525695949792862,10.4,0.37152841687202454,15.2,0.020105786621570587,25.3,0.01553092896938324,17.2,0.031189462170004845,11.6,0.0360613614320755,5.4,0.03495408222079277,83.9,27.1,0.3534012734889984,0.035309284925460815,2018
4913,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2017_FEB,C0C4,0,0.3818039298057556,79.0,0.01658439449965954,0.814,,0.413,,0.000,0.12102042138576508,C0C4_Sodupe-Cadagua_2017_FEB,FEB,13,11,0.18166190385818481,70,0.009900989942252636,0.13701845705509186,2,0.023092122748494148,19,0.03525695949792862,10.4,0.37152841687202454,15.2,0.020105786621570587,25.3,0.01553092896938324,17.2,0.031189462170004845,11.6,0.0360613614320755,5.4,0.03495408222079277,83.9,27.1,0.3534012734889984,0.035309284925460815,2017
4915,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2016_FEB,C0C4,0,0.3818039298057556,79.0,0.01658439449965954,1.905,,0.584,,0.000,0.10022329539060593,C0C4_Sodupe-Cadagua_2016_FEB,FEB,13,11,0.18166190385818481,70,0.009900989942252636,0.13701845705509186,2,0.023092122748494148,19,0.03525695949792862,10.4,0.37152841687202454,15.2,0.020105786621570587,25.3,0.01553092896938324,17.2,0.031189462170004845,11.6,0.0360613614320755,5.4,0.03495408222079277,83.9,27.1,0.3534012734889984,0.035309284925460815,2016
4916,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2018_MAR,C0C4,0,0.37213999032974243,81.6,0.01582414098083973,1.320,,0.596,,0.000,0.0955720990896225,C0C4_Sodupe-Cadagua_2018_MAR,MAR,11,11,0.13935568928718567,70,0.009900989942252636,0.07501983642578125,2,0.020984750241041183,18.8,0.020929574966430664,17.5,0.5031236410140991,15.8,0.025946838781237602,29.6,0.020059039816260338,20.5,0.03129678964614868,10.9,0.04266883432865143,6.0,0.038066670298576355,61.9,35.0,0.1853155493736267,0.02576962672173977,2018
4917,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2017_MAR,C0C4,0,0.37213999032974243,81.6,0.01582414098083973,0.523,,0.372,,0.000,0.11766419559717178,C0C4_Sodupe-Cadagua_2017_MAR,MAR,11,11,0.13935568928718567,70,0.009900989942252636,0.07501983642578125,2,0.020984750241041183,18.8,0.020929574966430664,17.5,0.5031236410140991,15.8,0.025946838781237602,29.6,0.020059039816260338,20.5,0.03129678964614868,10.9,0.04266883432865143,6.0,0.038066670298576355,61.9,35.0,0.1853155493736267,0.02576962672173977,2017
4919,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2016_MAR,C0C4,0,0.37213999032974243,81.6,0.01582414098083973,1.925,,0.729,,0.000,0.09849470108747482,C0C4_Sodupe-Cadagua_2016_MAR,MAR,11,11,0.13935568928718567,70,0.009900989942252636,0.07501983642578125,2,0.020984750241041183,18.8,0.020929574966430664,17.5,0.5031236410140991,15.8,0.025946838781237602,29.6,0.020059039816260338,20.5,0.03129678964614868,10.9,0.04266883432865143,6.0,0.038066670298576355,61.9,35.0,0.1853155493736267,0.02576962672173977,2016
4920,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2018_ABR,C0C4,0,0.4814889430999756,77.1,0.016213368624448776,1.176,,0.501,,0.000,0.07348500937223434,C0C4_Sodupe-Cadagua_2018_ABR,ABR,8,4,0.19814305007457733,70,0.009900989942252636,0.134934663772583,0.4,0.023117585107684135,19,0.03338892012834549,9.5,0.25279173254966736,10.5,0.02186983823776245,27.6,0.016304001212120056,17.0,0.02766972780227661,6.3,0.05078607797622681,8.5,0.022333607077598572,79.2,32.8,0.20046381652355194,0.027865320444107056,2018
4921,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2017_ABR,C0C4,0,0.4814889430999756,77.1,0.016213368624448776,0.476,,0.349,,0.000,0.09140477329492569,C0C4_Sodupe-Cadagua_2017_ABR,ABR,8,4,0.19814305007457733,70,0.009900989942252636,0.134934663772583,0.4,0.023117585107684135,19,0.03338892012834549,9.5,0.25279173254966736,10.5,0.02186983823776245,27.6,0.016304001212120056,17.0,0.02766972780227661,6.3,0.05078607797622681,8.5,0.022333607077598572,79.2,32.8,0.20046381652355194,0.027865320444107056,2017
4923,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2016_ABR,C0C4,0,0.4814889430999756,77.1,0.016213368624448776,0.971,,0.520,,0.000,0.09192643314599991,C0C4_Sodupe-Cadagua_2016_ABR,ABR,8,4,0.19814305007457733,70,0.009900989942252636,0.134934663772583,0.4,0.023117585107684135,19,0.03338892012834549,9.5,0.25279173254966736,10.5,0.02186983823776245,27.6,0.016304001212120056,17.0,0.02766972780227661,6.3,0.05078607797622681,8.5,0.022333607077598572,79.2,32.8,0.20046381652355194,0.027865320444107056,2016
4924,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2018_MAY,C0C4,0,0.4876903295516968,81.6,0.015518357045948505,0.615,,0.430,,0.000,0.10486742854118347,C0C4_Sodupe-Cadagua_2018_MAY,MAY,16,11,0.2275516241788864,70,0.009900989942252636,0.14229805767536163,4,0.022602640092372894,16.4,0.026706896722316742,6.0,0.49694138765335083,9.8,0.02316630445420742,21.3,0.0222748015075922,14.0,0.02719210647046566,5.6,0.049579545855522156,7.4,0.027011629194021225,61.2,35.0,0.4572952091693878,0.04453779011964798,2018
4925,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2017_MAY,C0C4,0,0.4876903295516968,81.6,0.015518357045948505,0.456,,0.342,,0.000,0.11741474270820618,C0C4_Sodupe-Cadagua_2017_MAY,MAY,16,11,0.2275516241788864,70,0.009900989942252636,0.14229805767536163,4,0.022602640092372894,16.4,0.026706896722316742,6.0,0.49694138765335083,9.8,0.02316630445420742,21.3,0.0222748015075922,14.0,0.02719210647046566,5.6,0.049579545855522156,7.4,0.027011629194021225,61.2,35.0,0.4572952091693878,0.04453779011964798,2017
4927,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2016_MAY,C0C4,0,0.4876903295516968,81.6,0.015518357045948505,0.426,,0.354,,0.000,0.10896953195333481,C0C4_Sodupe-Cadagua_2016_MAY,MAY,16,11,0.2275516241788864,70,0.009900989942252636,0.14229805767536163,4,0.022602640092372894,16.4,0.026706896722316742,6.0,0.49694138765335083,9.8,0.02316630445420742,21.3,0.0222748015075922,14.0,0.02719210647046566,5.6,0.049579545855522156,7.4,0.027011629194021225,61.2,35.0,0.4572952091693878,0.04453779011964798,2016
4928,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2018_JUN,C0C4,0,0.9899201393127441,79.8,0.015492727048695087,0.659,,0.384,,0.000,0.12008049339056015,C0C4_Sodupe-Cadagua_2018_JUN,JUN,11,4,0.13377125561237335,70,0.009900989942252636,0.10553865879774094,0.5,0.022098667919635773,14.8,0.028245344758033752,18.6,0.8921451568603516,17.1,0.021015504375100136,34.8,0.019261695444583893,23.4,0.03329434245824814,12.1,0.05325648561120033,6.0,0.02888467162847519,61.9,35.0,0.22467507421970367,0.03140660747885704,2018
4929,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2017_JUN,C0C4,0,0.9899201393127441,79.8,0.015492727048695087,0.409,,0.327,,0.000,0.12151799350976944,C0C4_Sodupe-Cadagua_2017_JUN,JUN,11,4,0.13377125561237335,70,0.009900989942252636,0.10553865879774094,0.5,0.022098667919635773,14.8,0.028245344758033752,18.6,0.8921451568603516,17.1,0.021015504375100136,34.8,0.019261695444583893,23.4,0.03329434245824814,12.1,0.05325648561120033,6.0,0.02888467162847519,61.9,35.0,0.22467507421970367,0.03140660747885704,2017
4931,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2016_JUN,C0C4,0,0.9899201393127441,79.8,0.015492727048695087,0.357,,0.308,,0.000,0.1188398152589798,C0C4_Sodupe-Cadagua_2016_JUN,JUN,11,4,0.13377125561237335,70,0.009900989942252636,0.10553865879774094,0.5,0.022098667919635773,14.8,0.028245344758033752,18.6,0.8921451568603516,17.1,0.021015504375100136,34.8,0.019261695444583893,23.4,0.03329434245824814,12.1,0.05325648561120033,6.0,0.02888467162847519,61.9,35.0,0.22467507421970367,0.03140660747885704,2016
4932,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2018_JUL,C0C4,0,0.9951038360595703,79.8,0.015125075355172157,0.384,,0.310,,0.000,0.10288558155298233,C0C4_Sodupe-Cadagua_2018_JUL,JUL,6,4,0.22603662312030792,70,0.009900989942252636,0.08704152703285217,0.5,0.030466344207525253,14.8,0.026253828778862953,19.4,0.7959451079368591,15.2,0.029028182849287987,36.8,0.017256736755371094,24.6,0.028914369642734528,12.5,0.04506300017237663,5.4,0.02614390105009079,83.9,27.1,0.2507076859474182,0.029566269367933273,2018
4933,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2017_JUL,C0C4,0,0.9951038360595703,79.8,0.015125075355172157,0.348,,0.290,,0.000,0.1272302269935608,C0C4_Sodupe-Cadagua_2017_JUL,JUL,6,4,0.22603662312030792,70,0.009900989942252636,0.08704152703285217,0.5,0.030466344207525253,14.8,0.026253828778862953,19.4,0.7959451079368591,15.2,0.029028182849287987,36.8,0.017256736755371094,24.6,0.028914369642734528,12.5,0.04506300017237663,5.4,0.02614390105009079,83.9,27.1,0.2507076859474182,0.029566269367933273,2017
4935,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2016_JUL,C0C4,0,0.9951038360595703,79.8,0.015125075355172157,0.343,,0.284,,0.000,0.11511418223381042,C0C4_Sodupe-Cadagua_2016_JUL,JUL,6,4,0.22603662312030792,70,0.009900989942252636,0.08704152703285217,0.5,0.030466344207525253,14.8,0.026253828778862953,19.4,0.7959451079368591,15.2,0.029028182849287987,36.8,0.017256736755371094,24.6,0.028914369642734528,12.5,0.04506300017237663,5.4,0.02614390105009079,83.9,27.1,0.2507076859474182,0.029566269367933273,2016
4936,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2018_AGO,C0C4,0,0.9872898459434509,81.6,0.01701456494629383,0.323,,0.283,,0.000,0.11778711527585983,C0C4_Sodupe-Cadagua_2018_AGO,AGO,1,11,0.12046604603528976,70,0.009900989942252636,0.15643809735774994,4,0.01944075897336006,19,0.032582152634859085,15.0,0.4430978000164032,20.2,0.019801173359155655,29.6,0.016310296952724457,25.0,0.02361416630446911,16.3,0.05964396521449089,8.4,0.028735175728797913,61.9,29.4,0.2115594893693924,0.03072955831885338,2018
4937,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2017_AGO,C0C4,0,0.9872898459434509,81.6,0.01701456494629383,0.361,,0.268,,0.000,0.12024500221014023,C0C4_Sodupe-Cadagua_2017_AGO,AGO,1,11,0.12046604603528976,70,0.009900989942252636,0.15643809735774994,4,0.01944075897336006,19,0.032582152634859085,15.0,0.4430978000164032,20.2,0.019801173359155655,29.6,0.016310296952724457,25.0,0.02361416630446911,16.3,0.05964396521449089,8.4,0.028735175728797913,61.9,29.4,0.2115594893693924,0.03072955831885338,2017
4939,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2016_AGO,C0C4,0,0.9872898459434509,81.6,0.01701456494629383,0.311,,0.269,,0.000,0.12316817790269852,C0C4_Sodupe-Cadagua_2016_AGO,AGO,1,11,0.12046604603528976,70,0.009900989942252636,0.15643809735774994,4,0.01944075897336006,19,0.032582152634859085,15.0,0.4430978000164032,20.2,0.019801173359155655,29.6,0.016310296952724457,25.0,0.02361416630446911,16.3,0.05964396521449089,8.4,0.028735175728797913,61.9,29.4,0.2115594893693924,0.03072955831885338,2016
4940,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2018_SET,C0C4,0,0.9706849455833435,81.6,0.016338899731636047,0.338,,0.284,,0.000,0.0874728113412857,C0C4_Sodupe-Cadagua_2018_SET,SET,14,11,0.24554431438446045,70,0.009900989942252636,0.11314363777637482,4.6,0.021269939839839935,20.1,0.029465770348906517,16.3,0.4275095760822296,20.2,0.029768817126750946,36.2,0.017624279484152794,26.4,0.037580810487270355,14.8,0.058186985552310944,6.0,0.03193606808781624,63.0,29.7,0.37674790620803833,0.03081873059272766,2018
4941,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2017_SET,C0C4,0,0.9706849455833435,81.6,0.016338899731636047,0.341,,0.270,,0.000,0.09899842739105225,C0C4_Sodupe-Cadagua_2017_SET,SET,14,11,0.24554431438446045,70,0.009900989942252636,0.11314363777637482,4.6,0.021269939839839935,20.1,0.029465770348906517,16.3,0.4275095760822296,20.2,0.029768817126750946,36.2,0.017624279484152794,26.4,0.037580810487270355,14.8,0.058186985552310944,6.0,0.03193606808781624,63.0,29.7,0.37674790620803833,0.03081873059272766,2017
