year_x,municip_name,species,municip_code,month,year_offset,colonies_amount,food_fruit,food_apple,food_txakoli,food_kiwi,food_pear,food_blueberry,food_raspberry,station_code,index,MMM,station_name,weath_days_frost,weath_humidity,weath_maxLevel,weath_midLevel,weath_minLevel,weath_days_rain,weath_days_rain1mm,weath_accuRainfall,weath_10minRainfall,weath_1dayRainfall,weath_solar,weath_meanTemp,weath_maxTemp,weath_maxMeanTemp,weath_minTemp,weath_meanWindM,weath_maxWindM,weath_meanDayMaxWind,population
2020,Arratzu,Vespa Velutina,48914,1,2019,0.0,24.0,1.0,3.0,44.0,0.0,0.0,0.0,C002,342,ENE,Arteaga,4.0,87.2,1.187345942,0.31705543,0.20671748199999998,23.0,17.0,249.4,3.0,40.9,4.0,7.7,17.6,11.0,4.4,5.4,95.0,32.5,
2020,Arrieta,Vespa Velutina,48010,1,2019,0.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,C057,360,ENE,Mungia,4.0,85.4,4.939,1.081,0.39,24.0,19.0,241.1,3.6,36.3,3.9,7.8,17.8,11.1,4.5,7.6,91.1,36.6,
2020,Arrigorriaga,Vespa Velutina,48011,1,2019,0.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,C037,374,ENE,Venta Alta,-0.32817685,78.70847239,1.0616209909999998,0.328936977,0.178667847,22.0,17.0,295.8,3.5,61.3,3.9,13.31416409,17.2,17.78744026,8.922719059,8.605023807,78.71902012,40.22026122,
2020,Artea,Vespa Velutina,48023,1,2019,680.0,12.0,2.0,3.0,0.0,0.0,0.0,0.0,C033,354,ENE,Igorre,6.0,85.64210814,0.98489244,0.34873625399999997,0.20349953,22.0,17.0,293.5,2.4,46.6,12.58638391,6.5,17.8,10.2,3.6,6.2,76.3,30.3,
2020,Artzentales,Vespa Velutina,48008,1,2019,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C045,357,ENE,La Garbea,0.0,92.5,0.954735808,0.38144051,0.213311418,21.0,15.0,314.0,2.6,62.8,12.31120728,4.4,12.5,6.7,2.7,21.3,117.7,55.6,
2020,Atxondo,Vespa Velutina,48091,1,2019,30.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,C022,372,ENE,Urkiola,7.0,94.2,1.047393494,0.323133963,0.20182642,21.0,16.0,291.0,2.8,63.3,3.7,3.0,10.2,5.3,1.2,11.1,100.4,44.0,
2020,Aulesti,Vespa Velutina,48070,1,2019,0.0,45.0,28.0,0.0,1.0,1.0,0.0,0.0,C0BD,355,ENE,Iruzubieta,4.0,88.8,1.033,0.29,0.12,25.0,16.0,298.0,2.2,50.9,12.51812932,6.3,15.9,9.5,3.1,10.71172503,74.96323976,40.00862141,
2020,Bakio,Vespa Velutina,48012,1,2019,30.0,19.0,0.0,107.0,0.0,0.0,0.0,0.0,C019,359,ENE,Matxitxako,0.0,91.9,1.059185645,0.326991254,0.219822718,24.0,20.0,165.0,2.7,25.2,3.4,5.9,12.5,7.8,4.4,32.0,134.3,65.4,
2020,Balmaseda,Vespa Velutina,48090,1,2019,244.0,15.0,0.0,27.0,0.0,0.0,0.0,0.0,C0C2,343,ENE,Balmaseda,7.0,88.8,2.256,0.511,0.23600000000000002,18.0,14.0,334.0,1.9,64.7,12.49685371,5.9,17.2,9.7,2.7,11.49807935,75.96143452,40.17525303,
2020,Barakaldo,Vespa Velutina,48013,1,2019,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,C039,349,ENE,Deusto,2.0,86.7,1.04577793,0.311195072,0.18879983399999997,21.0,16.0,196.4,3.3,32.2,3.9,7.7,17.7,11.1,5.2,10.3,103.0,39.7,
2020,Barrika,Vespa Velutina,48014,1,2019,0.0,4.0,0.0,21.0,0.0,0.0,0.0,0.0,C042,368,ENE,Punta Galea,0.0,83.7,0.976683703,0.309920435,0.204102573,20.0,17.0,142.3,2.6,18.2,12.2964915,8.8,16.2,11.2,6.6,21.6,116.6,53.3,
2020,Basauri,Vespa Velutina,48015,1,2019,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C037,374,ENE,Venta Alta,-0.32817685,78.70847239,1.0616209909999998,0.328936977,0.178667847,22.0,17.0,295.8,3.5,61.3,3.9,13.31416409,17.2,17.78744026,8.922719059,8.605023807,78.71902012,40.22026122,
2020,Bedia,Vespa Velutina,48092,1,2019,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,C0B3,373,ENE,Urkizu,5.0,89.4,2.821,0.609,0.182,22.0,17.0,272.9,2.8,43.9,12.47737841,6.4,17.5,10.2,3.4,11.12996352,75.07581789,40.10923593,
2020,Berango,Vespa Velutina,48016,1,2019,0.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,C042,368,ENE,Punta Galea,0.0,83.7,0.976683703,0.309920435,0.204102573,20.0,17.0,142.3,2.6,18.2,12.2964915,8.8,16.2,11.2,6.6,21.6,116.6,53.3,
2020,Bermeo,Vespa Velutina,48017,1,2019,260.0,74.0,0.0,0.0,2.0,1.0,0.0,0.0,C069,344,ENE,Bermeo,0.0,90.0,1.083186244,0.305951782,0.203198032,24.0,16.0,206.4,4.0,28.2,3.7,8.5,16.6,10.5,6.6,12.8,115.9,46.0,
2020,Berriatua,Vespa Velutina,48018,1,2019,0.0,37.0,9.0,4.0,1.0,1.0,0.0,0.0,C0BE,346,ENE,Berriatua,2.0,89.2,1.3630000000000002,0.384,0.13,21.0,16.0,218.7,2.6,37.0,12.54009081,8.0,17.5,11.3,5.2,11.06810868,74.87273314,40.15034179,
2020,Berriz,Vespa Velutina,48019,1,2019,0.0,53.0,1.0,1.0,4.0,0.0,0.0,0.0,C036,356,ENE,Iurreta,5.0,92.9,1.097217643,0.325368177,0.198781818,22.0,18.0,285.4,2.2,57.1,4.0,6.1,16.4,10.5,3.1,8.2,92.9,35.8,
2020,Busturia,Vespa Velutina,48021,1,2019,0.0,37.0,1.0,2.0,0.0,4.0,1.0,0.0,C069,344,ENE,Bermeo,0.0,90.0,1.083186244,0.305951782,0.203198032,24.0,16.0,206.4,4.0,28.2,3.7,8.5,16.6,10.5,6.6,12.8,115.9,46.0,
2020,Derio,Vespa Velutina,48901,1,2019,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,348,ENE,Derio,6.0,84.3,1.167805585,0.315273539,0.21015688600000001,23.0,17.0,256.3,4.9,37.9,3.6,7.3,17.8,10.9,3.9,5.6,79.2,30.0,
2020,Dima,Vespa Velutina,48026,1,2019,150.0,42.0,0.0,14.0,3.0,2.0,0.0,0.0,C022,372,ENE,Urkiola,7.0,94.2,1.047393494,0.323133963,0.20182642,21.0,16.0,291.0,2.8,63.3,3.7,3.0,10.2,5.3,1.2,11.1,100.4,44.0,
2020,Durango,Vespa Velutina,48027,1,2019,0.0,12.0,0.0,17.0,0.0,0.0,0.0,0.0,C0B7,358,ENE,Mañaria,5.0,87.4,1.091,0.324,0.11800000000000001,25.0,17.0,273.9,2.5,50.9,12.50144864,6.1,16.0,8.8,3.4,10.61388339,74.70299512,40.08291572,
2020,Ea,Vespa Velutina,48028,1,2019,103.0,19.0,0.0,6.0,0.0,0.0,0.0,0.0,C002,342,ENE,Arteaga,4.0,87.2,1.187345942,0.31705543,0.20671748199999998,23.0,17.0,249.4,3.0,40.9,4.0,7.7,17.6,11.0,4.4,5.4,95.0,32.5,
2020,Elantxobe,Vespa Velutina,48031,1,2019,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,C002,342,ENE,Arteaga,4.0,87.2,1.187345942,0.31705543,0.20671748199999998,23.0,17.0,249.4,3.0,40.9,4.0,7.7,17.6,11.0,4.4,5.4,95.0,32.5,
2020,Elorrio,Vespa Velutina,48032,1,2019,81.0,61.0,0.0,14.0,0.0,0.0,0.0,0.0,C0D3,377,ENE,Aixola,7.0,91.2,0.494,0.154,0.005,24.0,18.0,302.3,3.3,60.0,12.42937429,4.9,14.8,7.6,2.4,10.92400694,76.60202643,40.1223136,
2020,Erandio,Vespa Velutina,48902,1,2019,0.0,17.0,0.0,16.0,2.0,0.0,2.0,0.0,C038,353,ENE,Galindo,0.0,78.3,0.988962607,0.32994166399999997,0.18349647,21.0,17.0,205.4,3.7,29.3,12.55781344,9.0,19.0,12.0,6.5,7.0,86.4,33.4,
2020,EreÃ±o,Vespa Velutina,48033,1,2019,0.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,C002,342,ENE,Arteaga,4.0,87.2,1.187345942,0.31705543,0.20671748199999998,23.0,17.0,249.4,3.0,40.9,4.0,7.7,17.6,11.0,4.4,5.4,95.0,32.5,
2020,Ermua,Vespa Velutina,48034,1,2019,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,C075,350,ENE,Eitzaga,4.0,94.1,1.032372386,0.36608757299999994,0.198629148,22.0,18.0,289.0,3.6,57.4,12.70643781,5.9,16.0,9.7,3.2,5.9,89.6,33.6,
2020,Errigoiti,Vespa Velutina,48079,1,2019,0.0,19.0,3.0,11.0,2.0,0.0,0.0,0.0,C063,361,ENE,Muxika,5.0,88.1,1.594,0.355,0.14,23.0,17.0,286.3,2.8,44.7,12.48936059,7.1,17.8,10.8,3.6,10.90705413,74.8678045,40.09089739,
2020,Etxebarri,Vespa Velutina,48029,1,2019,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,C0B1,337,ENE,Abusu (La Peña),3.0,89.3,3.865,0.778,0.11800000000000001,22.0,17.0,244.7,3.9,38.9,12.53022765,6.8,17.7,9.9,4.2,11.09480597,74.90921424,40.122474,
2020,Etxebarria,Vespa Velutina,48030,1,2019,0.0,23.0,8.0,0.0,1.0,0.0,0.0,0.0,C0BD,355,ENE,Iruzubieta,4.0,88.8,1.033,0.29,0.12,25.0,16.0,298.0,2.2,50.9,12.51812932,6.3,15.9,9.5,3.1,10.71172503,74.96323976,40.00862141,
2020,Forua,Vespa Velutina,48906,1,2019,0.0,12.0,2.0,0.0,10.0,0.0,1.0,0.0,C002,342,ENE,Arteaga,4.0,87.2,1.187345942,0.31705543,0.20671748199999998,23.0,17.0,249.4,3.0,40.9,4.0,7.7,17.6,11.0,4.4,5.4,95.0,32.5,
2020,Fruiz,Vespa Velutina,48035,1,2019,0.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,C057,360,ENE,Mungia,4.0,85.4,4.939,1.081,0.39,24.0,19.0,241.1,3.6,36.3,3.9,7.8,17.8,11.1,4.5,7.6,91.1,36.6,
2020,Galdakao,Vespa Velutina,48036,1,2019,41.0,35.0,1.0,13.0,0.0,0.0,0.0,0.0,C037,374,ENE,Venta Alta,-0.32817685,78.70847239,1.0616209909999998,0.328936977,0.178667847,22.0,17.0,295.8,3.5,61.3,3.9,13.31416409,17.2,17.78744026,8.922719059,8.605023807,78.71902012,40.22026122,
2020,Galdames,Vespa Velutina,48037,1,2019,0.0,18.0,9.0,19.0,0.0,0.0,6.0,0.0,C061,340,ENE,Arboleda,2.0,86.9,0.980463924,0.418430154,0.199952383,21.0,17.0,230.9,4.5,46.4,12.46907633,7.3,16.1,9.7,5.0,13.1,83.2,44.1,
2020,Gamiz-Fika,Vespa Velutina,48038,1,2019,0.0,47.0,0.0,27.0,1.0,0.0,0.0,0.0,C003,348,ENE,Derio,6.0,84.3,1.167805585,0.315273539,0.21015688600000001,23.0,17.0,256.3,4.9,37.9,3.6,7.3,17.8,10.9,3.9,5.6,79.2,30.0,
2020,Garai,Vespa Velutina,48039,1,2019,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,C036,356,ENE,Iurreta,5.0,92.9,1.097217643,0.325368177,0.198781818,22.0,18.0,285.4,2.2,57.1,4.0,6.1,16.4,10.5,3.1,8.2,92.9,35.8,
2020,Gatika,Vespa Velutina,48040,1,2019,0.0,41.0,14.0,17.0,7.0,0.0,2.0,0.0,C057,360,ENE,Mungia,4.0,85.4,4.939,1.081,0.39,24.0,19.0,241.1,3.6,36.3,3.9,7.8,17.8,11.1,4.5,7.6,91.1,36.6,
2020,Gautegiz Arteaga,Vespa Velutina,48041,1,2019,0.0,28.0,3.0,9.0,5.0,1.0,0.0,0.0,C002,342,ENE,Arteaga,4.0,87.2,1.187345942,0.31705543,0.20671748199999998,23.0,17.0,249.4,3.0,40.9,4.0,7.7,17.6,11.0,4.4,5.4,95.0,32.5,
2020,Gernika-Lumo,Vespa Velutina,48046,1,2019,0.0,11.0,11.0,31.0,8.0,0.0,0.0,0.0,C063,361,ENE,Muxika,5.0,88.1,1.594,0.355,0.14,23.0,17.0,286.3,2.8,44.7,12.48936059,7.1,17.8,10.8,3.6,10.90705413,74.8678045,40.09089739,
2020,Getxo,Vespa Velutina,48044,1,2019,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,C042,368,ENE,Punta Galea,0.0,83.7,0.976683703,0.309920435,0.204102573,20.0,17.0,142.3,2.6,18.2,12.2964915,8.8,16.2,11.2,6.6,21.6,116.6,53.3,
2020,Gizaburuaga,Vespa Velutina,48047,1,2019,0.0,18.0,6.0,0.0,0.0,1.0,0.0,0.0,C0BA,363,ENE,Oleta,2.0,87.9,1.8719999999999999,0.37,0.14800000000000002,22.0,18.0,195.4,2.8,40.7,12.53422206,8.0,17.7,11.2,5.1,10.945677499999999,74.40254054,40.12407099,
2020,Gordexola,Vespa Velutina,48042,1,2019,0.0,14.0,0.0,39.0,0.0,0.0,0.0,0.0,C0C3,370,ENE,Sodupe,4.0,96.1,1.065814536,0.355544807,0.206968934,22.0,17.0,308.1,3.3,53.7,12.74401131,6.5,17.9,10.8,3.6,4.0,65.5,26.8,
2020,Gorliz,Vespa Velutina,48043,1,2019,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C057,360,ENE,Mungia,4.0,85.4,4.939,1.081,0.39,24.0,19.0,241.1,3.6,36.3,3.9,7.8,17.8,11.1,4.5,7.6,91.1,36.6,
2020,GÃ¼eÃ±es,Vespa Velutina,48045,1,2019,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,370,ENE,Sodupe,4.0,96.1,1.065814536,0.355544807,0.206968934,22.0,17.0,308.1,3.3,53.7,12.74401131,6.5,17.9,10.8,3.6,4.0,65.5,26.8,
2020,Ibarrangelu,Vespa Velutina,48048,1,2019,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,C002,342,ENE,Arteaga,4.0,87.2,1.187345942,0.31705543,0.20671748199999998,23.0,17.0,249.4,3.0,40.9,4.0,7.7,17.6,11.0,4.4,5.4,95.0,32.5,
2020,Igorre,Vespa Velutina,48094,1,2019,0.0,32.0,6.0,4.0,7.0,0.0,0.0,1.0,C033,354,ENE,Igorre,6.0,85.64210814,0.98489244,0.34873625399999997,0.20349953,22.0,17.0,293.5,2.4,46.6,12.58638391,6.5,17.8,10.2,3.6,6.2,76.3,30.3,
2020,Ispaster,Vespa Velutina,48049,1,2019,0.0,44.0,46.0,0.0,1.0,1.0,1.0,0.0,C0BA,363,ENE,Oleta,2.0,87.9,1.8719999999999999,0.37,0.14800000000000002,22.0,18.0,195.4,2.8,40.7,12.53422206,8.0,17.7,11.2,5.1,10.945677499999999,74.40254054,40.12407099,
2020,Iurreta,Vespa Velutina,48910,1,2019,0.0,58.0,0.0,29.0,2.0,0.0,0.0,0.0,C0B6,345,ENE,Berna,5.0,94.2,1.023836299,0.458079026,0.20836028399999998,23.0,18.0,293.7,2.8,50.3,12.50895126,5.9,16.8,9.6,3.1,11.08219051,77.43830708,40.12316233,
2020,Izurtza,Vespa Velutina,48050,1,2019,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,C0B7,358,ENE,Mañaria,5.0,87.4,1.091,0.324,0.11800000000000001,25.0,17.0,273.9,2.5,50.9,12.50144864,6.1,16.0,8.8,3.4,10.61388339,74.70299512,40.08291572,
2020,Karrantza Harana/Valle de Carranza,Vespa Velutina,48022,1,2019,142.0,25.0,1.0,12.0,1.0,0.0,2.0,0.0,C065,347,ENE,Cerroja,2.0,88.2,1.022949191,0.315579271,0.204715161,17.0,14.0,360.5,2.8,101.7,3.9,4.8,13.0,7.2,2.9,17.9,142.9,51.1,
2020,Kortezubi,Vespa Velutina,48907,1,2019,267.0,36.0,5.0,14.0,0.0,1.0,0.0,0.0,C002,342,ENE,Arteaga,4.0,87.2,1.187345942,0.31705543,0.20671748199999998,23.0,17.0,249.4,3.0,40.9,4.0,7.7,17.6,11.0,4.4,5.4,95.0,32.5,
2020,Larrabetzu,Vespa Velutina,48052,1,2019,0.0,36.0,4.0,32.0,0.0,0.0,0.0,0.0,C003,348,ENE,Derio,6.0,84.3,1.167805585,0.315273539,0.21015688600000001,23.0,17.0,256.3,4.9,37.9,3.6,7.3,17.8,10.9,3.9,5.6,79.2,30.0,
2020,Laukiz,Vespa Velutina,48053,1,2019,0.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,C057,360,ENE,Mungia,4.0,85.4,4.939,1.081,0.39,24.0,19.0,241.1,3.6,36.3,3.9,7.8,17.8,11.1,4.5,7.6,91.1,36.6,
2020,Leioa,Vespa Velutina,48054,1,2019,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C038,353,ENE,Galindo,0.0,78.3,0.988962607,0.32994166399999997,0.18349647,21.0,17.0,205.4,3.7,29.3,12.55781344,9.0,19.0,12.0,6.5,7.0,86.4,33.4,
2020,Lekeitio,Vespa Velutina,48057,1,2019,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,C0BA,363,ENE,Oleta,2.0,87.9,1.8719999999999999,0.37,0.14800000000000002,22.0,18.0,195.4,2.8,40.7,12.53422206,8.0,17.7,11.2,5.1,10.945677499999999,74.40254054,40.12407099,
2020,Lemoa,Vespa Velutina,48055,1,2019,0.0,25.0,1.0,5.0,0.0,0.0,0.0,0.0,C0B3,373,ENE,Urkizu,5.0,89.4,2.821,0.609,0.182,22.0,17.0,272.9,2.8,43.9,12.47737841,6.4,17.5,10.2,3.4,11.12996352,75.07581789,40.10923593,
2020,Lemoiz,Vespa Velutina,48056,1,2019,0.0,12.0,7.0,6.0,0.0,0.0,0.0,0.0,C057,360,ENE,Mungia,4.0,85.4,4.939,1.081,0.39,24.0,19.0,241.1,3.6,36.3,3.9,7.8,17.8,11.1,4.5,7.6,91.1,36.6,
2020,Lezama,Vespa Velutina,48081,1,2019,0.0,34.0,0.0,132.0,0.0,1.0,0.0,0.0,C003,348,ENE,Derio,6.0,84.3,1.167805585,0.315273539,0.21015688600000001,23.0,17.0,256.3,4.9,37.9,3.6,7.3,17.8,10.9,3.9,5.6,79.2,30.0,
2020,Loiu,Vespa Velutina,48903,1,2019,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,C0B9,369,ENE,Sangroniz,5.0,88.8,2.383,0.62,0.341,23.0,16.0,207.1,2.9,30.0,12.48368253,7.2,18.3,10.8,3.8,10.92287084,74.91994133,40.10084871,
2020,Mallabia,Vespa Velutina,48058,1,2019,0.0,58.0,16.0,0.0,0.0,0.0,0.0,0.0,C075,350,ENE,Eitzaga,4.0,94.1,1.032372386,0.36608757299999994,0.198629148,22.0,18.0,289.0,3.6,57.4,12.70643781,5.9,16.0,9.7,3.2,5.9,89.6,33.6,
2020,Markina-Xemein,Vespa Velutina,48060,1,2019,0.0,59.0,21.0,15.0,2.0,0.0,0.0,0.0,C0BD,355,ENE,Iruzubieta,4.0,88.8,1.033,0.29,0.12,25.0,16.0,298.0,2.2,50.9,12.51812932,6.3,15.9,9.5,3.1,10.71172503,74.96323976,40.00862141,
2020,Maruri-Jatabe,Vespa Velutina,48061,1,2019,0.0,15.0,8.0,10.0,0.0,0.0,0.0,0.0,C057,360,ENE,Mungia,4.0,85.4,4.939,1.081,0.39,24.0,19.0,241.1,3.6,36.3,3.9,7.8,17.8,11.1,4.5,7.6,91.1,36.6,
2020,MaÃ±aria,Vespa Velutina,48059,1,2019,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,C0B7,358,ENE,Mañaria,5.0,87.4,1.091,0.324,0.11800000000000001,25.0,17.0,273.9,2.5,50.9,12.50144864,6.1,16.0,8.8,3.4,10.61388339,74.70299512,40.08291572,
2020,Mendata,Vespa Velutina,48062,1,2019,0.0,40.0,3.0,3.0,5.0,1.0,0.0,0.0,C063,361,ENE,Muxika,5.0,88.1,1.594,0.355,0.14,23.0,17.0,286.3,2.8,44.7,12.48936059,7.1,17.8,10.8,3.6,10.90705413,74.8678045,40.09089739,
2020,Mendexa,Vespa Velutina,48063,1,2019,0.0,35.0,10.0,14.0,0.0,3.0,0.0,0.0,C0BA,363,ENE,Oleta,2.0,87.9,1.8719999999999999,0.37,0.14800000000000002,22.0,18.0,195.4,2.8,40.7,12.53422206,8.0,17.7,11.2,5.1,10.945677499999999,74.40254054,40.12407099,
2020,MeÃ±aka,Vespa Velutina,48064,1,2019,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,C057,360,ENE,Mungia,4.0,85.4,4.939,1.081,0.39,24.0,19.0,241.1,3.6,36.3,3.9,7.8,17.8,11.1,4.5,7.6,91.1,36.6,
2020,Morga,Vespa Velutina,48066,1,2019,0.0,22.0,3.0,39.0,0.0,0.0,0.0,0.0,C063,361,ENE,Muxika,5.0,88.1,1.594,0.355,0.14,23.0,17.0,286.3,2.8,44.7,12.48936059,7.1,17.8,10.8,3.6,10.90705413,74.8678045,40.09089739,
2020,Mundaka,Vespa Velutina,48068,1,2019,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,C069,344,ENE,Bermeo,0.0,90.0,1.083186244,0.305951782,0.203198032,24.0,16.0,206.4,4.0,28.2,3.7,8.5,16.6,10.5,6.6,12.8,115.9,46.0,
2020,Mungia,Vespa Velutina,48069,1,2019,0.0,71.0,4.0,32.0,1.0,0.0,0.0,0.0,C057,360,ENE,Mungia,4.0,85.4,4.939,1.081,0.39,24.0,19.0,241.1,3.6,36.3,3.9,7.8,17.8,11.1,4.5,7.6,91.1,36.6,
2020,Munitibar-Arbatzegi Gerrikaitz,Vespa Velutina,48007,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C046,362,ENE,Oiz,11.0,90.0,0.814437353,0.254211917,0.22338023,23.0,19.0,177.0,1.9,36.7,12.02749779,2.4,9.8,4.5,0.6,33.6,132.5,66.1,
2020,Murueta,Vespa Velutina,48908,1,2019,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,C002,342,ENE,Arteaga,4.0,87.2,1.187345942,0.31705543,0.20671748199999998,23.0,17.0,249.4,3.0,40.9,4.0,7.7,17.6,11.0,4.4,5.4,95.0,32.5,
2020,Muskiz,Vespa Velutina,48071,1,2019,635.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,C061,340,ENE,Arboleda,2.0,86.9,0.980463924,0.418430154,0.199952383,21.0,17.0,230.9,4.5,46.4,12.46907633,7.3,16.1,9.7,5.0,13.1,83.2,44.1,
2020,Muxika,Vespa Velutina,48067,1,2019,400.0,97.0,21.0,122.0,10.0,0.0,3.0,0.0,C063,361,ENE,Muxika,5.0,88.1,1.594,0.355,0.14,23.0,17.0,286.3,2.8,44.7,12.48936059,7.1,17.8,10.8,3.6,10.90705413,74.8678045,40.09089739,
2020,Nabarniz,Vespa Velutina,48909,1,2019,0.0,16.0,5.0,1.0,0.0,0.0,0.0,0.0,C002,342,ENE,Arteaga,4.0,87.2,1.187345942,0.31705543,0.20671748199999998,23.0,17.0,249.4,3.0,40.9,4.0,7.7,17.6,11.0,4.4,5.4,95.0,32.5,
2020,Ondarroa,Vespa Velutina,48073,1,2019,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,C0BE,346,ENE,Berriatua,2.0,89.2,1.3630000000000002,0.384,0.13,21.0,16.0,218.7,2.6,37.0,12.54009081,8.0,17.5,11.3,5.2,11.06810868,74.87273314,40.15034179,
