"","fecha","codigo","año","mes","ESTACION","TIPO","cota..m.","latitude","longitude","hum_imputed_proba","lev_max_imputed_proba","lev_mid_imputed_proba","lev_min_imputed_proba","month","rain_1mm","rain_cum","rain_imputed_proba","rain_max_10_imputed_proba","rain_max_day_imputed_proba","sun_imputed_proba","temp_avg_imputed_proba","temp_max_abs_imputed_proba","temp_max_avg_imputed_proba","temp_min_abs_imputed_proba","wind_avg_imputed_proba","wind_max_avg","wind_max_imputed_proba"
"20",2018-04-01,"C002",2018,4,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.100404843688011,"ABR",12,116.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2,NA
"21",2017-07-01,"C002",2017,7,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.0901030972599983,"JUL",7,44.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.7,NA
"22",2018-10-01,"C002",2018,10,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.0994686558842659,"OCT",9,178.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.9,NA
"23",2017-04-01,"C002",2017,4,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.0827167630195618,"ABR",8,72.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.7,NA
"24",2018-06-01,"C002",2018,6,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.09925726801157,"JUN",12,64.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA
"25",2019-08-01,"C002",2019,8,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.0713153481483459,"AGO",6,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5,NA
"26",2016-06-01,"C002",2016,6,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.0971312075853348,"JUN",7,47.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.7,NA
"27",2019-03-01,"C002",2019,3,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.0991967096924782,"MAR",7,61.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.2,NA
"28",2016-11-01,"C002",2016,11,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.0934693813323975,"NOV",14,232.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8,NA
"29",2018-07-01,"C002",2018,7,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.0677486285567284,"JUL",11,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.3,NA
"30",2017-12-01,"C002",2017,12,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.0719992592930794,"DIC",22,275.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.1,NA
"31",2016-01-01,"C002",2016,1,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.101377710700035,"ENE",16,148,NA,NA,NA,0.183181956410408,NA,NA,NA,NA,NA,36.6,NA
"32",2018-12-01,"C002",2018,12,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.0705941915512085,"DIC",6,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7,NA
"33",2016-08-01,"C002",2016,8,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.0970216169953346,"AGO",3,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.2,NA
"34",2018-11-01,"C002",2018,11,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.110113091766834,"NOV",13,66.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.1,NA
"35",2018-02-01,"C002",2018,2,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.103958360850811,"FEB",20,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA
"36",2019-04-01,"C002",2019,4,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.089586466550827,"ABR",12,88.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.3,NA
"37",2017-08-01,"C002",2017,8,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.1036596596241,"AGO",9,101.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.8,NA
"38",2019-02-01,"C002",2019,2,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.0636516883969307,"FEB",5,32.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9,NA
"39",2016-10-01,"C002",2016,10,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.107018694281578,"OCT",5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1,NA
"40",2016-05-01,"C002",2016,5,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.0920865461230278,"MAY",11,79.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.1,NA
"41",NA,"C002",NA,NA,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.0821808949112892,"SET",6,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA
"42",NA,"C002",NA,NA,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.126077368855476,"SET",9,107.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6,NA
"43",2016-03-01,"C002",2016,3,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.100069493055344,"MAR",13,221.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA
"44",2016-07-01,"C002",2016,7,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.0792863667011261,"JUL",9,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,NA
"45",2019-11-01,"C002",2019,11,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.0784486755728722,"NOV",24,464.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA
"46",2017-10-01,"C002",2017,10,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.0935602635145187,"OCT",5,32.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5,NA
"47",NA,"C002",NA,NA,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.110005885362625,"SET",9,87.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.6,NA
"48",2019-10-01,"C002",2019,10,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.0992498248815536,"OCT",14,139.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5,NA
"49",2019-05-01,"C002",2019,5,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.09918262809515,"MAY",12,94.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9,NA
"50",2019-12-01,"C002",2019,12,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.0809323862195015,"DIC",13,156.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9,NA
"51",2016-12-01,"C002",2016,12,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.0759760513901711,"DIC",4,16.7,NA,NA,NA,0.402057200670242,NA,NA,NA,NA,NA,19.1,NA
"52",2016-02-01,"C002",2016,2,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.0665945932269096,"FEB",19,387.7,NA,NA,NA,0.159188151359558,NA,NA,NA,NA,NA,42.9,NA
"53",2017-11-01,"C002",2017,11,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.0725919678807259,"NOV",15,158.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6,NA
"54",2016-04-01,"C002",2016,4,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.0868680402636528,"ABR",11,49.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.1,NA
"55",2017-05-01,"C002",2017,5,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.0864659622311592,"MAY",6,49.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5,NA
"56",2019-01-01,"C002",2019,1,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.0699169188737869,"ENE",17,249.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,NA
"57",2018-03-01,"C002",2018,3,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.0652002468705177,"MAR",22,142.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.1,NA
"58",2018-05-01,"C002",2018,5,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.0812943577766418,"MAY",8,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.2,NA
"59",2017-03-01,"C002",2017,3,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.0991999208927155,"MAR",12,122.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.9,NA
"60",2017-01-01,"C002",2017,1,"Arteaga","M",19,43.2993641263157,-2.76471650622489,NA,0.00990098994225264,0.00990098994225264,0.0754807367920876,"ENE",8,135.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.1,NA
"61",2016-05-01,"C003",2016,5,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0836392864584923,"MAY",12,62.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,NA
"62",2018-07-01,"C003",2018,7,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0885787755250931,"JUL",10,64.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1,NA
"63",2017-06-01,"C003",2017,6,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0893594622612,"JUN",11,73.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.3,NA
"64",NA,"C003",NA,NA,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.123985327780247,"SET",14,151.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9,NA
"65",2019-03-01,"C003",2019,3,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0960210487246513,"MAR",9,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7,NA
"66",NA,"C003",NA,NA,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0998886674642563,"SET",9,92.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA
"67",2019-01-01,"C003",2019,1,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0789061039686203,"ENE",17,256.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA
"68",2019-06-01,"C003",2019,6,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.101693980395794,"JUN",6,32.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA
"69",2018-11-01,"C003",2018,11,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0874176099896431,"NOV",14,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.7,NA
"70",2018-06-01,"C003",2018,6,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.129383146762848,"JUN",9,43.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,NA
"71",2019-02-01,"C003",2019,2,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0669794157147408,"FEB",6,39.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9,NA
"72",2016-07-01,"C003",2016,7,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0943323895335197,"JUL",9,56.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.8,NA
"73",2016-03-01,"C003",2016,3,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0896743983030319,"MAR",14,231.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.7,NA
"74",2017-10-01,"C003",2017,10,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.105417028069496,"OCT",5,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,NA
"75",2016-08-01,"C003",2016,8,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0880159288644791,"AGO",5,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.8,NA
"76",NA,"C003",NA,NA,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0936972722411156,"SET",4,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2,NA
"77",2016-06-01,"C003",2016,6,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.105695284903049,"JUN",8,49.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6,NA
"78",2018-05-01,"C003",2018,5,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.12340223044157,"MAY",9,77.2,NA,NA,NA,0.667480289936066,NA,NA,NA,NA,NA,28.8,NA
"79",2016-02-01,"C003",2016,2,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.057466559112072,"FEB",16,348.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5,NA
"80",2016-10-01,"C003",2016,10,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.09745142608881,"OCT",3,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,NA
"81",2017-08-01,"C003",2017,8,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0870404839515686,"AGO",10,70.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.2,NA
"82",2016-12-01,"C003",2016,12,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0745586305856705,"DIC",6,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1,NA
"83",2018-04-01,"C003",2018,4,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0783856436610222,"ABR",14,153.8,NA,NA,NA,0.285437107086182,NA,NA,NA,NA,NA,34.9,NA
"84",2019-05-01,"C003",2019,5,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.128076806664467,"MAY",14,80.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.7,NA
"85",2016-11-01,"C003",2016,11,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.100857138633728,"NOV",13,226.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6,NA
"86",2019-08-01,"C003",2019,8,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.111944660544395,"AGO",7,39.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9,NA
"87",2019-10-01,"C003",2019,10,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.107839547097683,"OCT",11,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.5,NA
"88",2018-02-01,"C003",2018,2,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0962335467338562,"FEB",20,319.3,NA,NA,NA,0.482362329959869,NA,NA,NA,NA,NA,32.8,NA
"89",2019-07-01,"C003",2019,7,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0883738622069359,"JUL",7,44.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5,NA
"90",2018-03-01,"C003",2018,3,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0673060342669487,"MAR",19,132.8,NA,NA,NA,0.197080507874489,NA,NA,NA,NA,NA,46.3,NA
"91",2019-11-01,"C003",2019,11,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0806268453598022,"NOV",23,409.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1,NA
"92",2018-08-01,"C003",2018,8,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.104772806167603,"AGO",10,44.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4,NA
"93",2016-01-01,"C003",2016,1,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0794288143515587,"ENE",15,119.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9,NA
"94",2019-04-01,"C003",2019,4,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0847926363348961,"ABR",12,99.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.4,NA
"95",2017-03-01,"C003",2017,3,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0671670362353325,"MAR",10,136.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6,NA
"96",2017-07-01,"C003",2017,7,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.110133498907089,"JUL",8,73.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.3,NA
"97",2018-01-01,"C003",2018,1,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0794452950358391,"ENE",20,298.6,NA,NA,NA,0.419580191373825,NA,NA,NA,NA,NA,33,NA
"98",2017-12-01,"C003",2017,12,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0631362497806549,"DIC",21,286.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA
"99",NA,"C003",NA,NA,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.10267661511898,"SET",10,99.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA
"100",2017-02-01,"C003",2017,2,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0557942427694798,"FEB",8,99.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA
"101",2017-11-01,"C003",2017,11,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0960303843021393,"NOV",16,197.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.3,NA
"102",2019-12-01,"C003",2019,12,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.063708983361721,"DIC",12,116.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.3,NA
"103",2016-04-01,"C003",2016,4,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0803977698087692,"ABR",12,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.2,0.0351095534861088
"104",2018-12-01,"C003",2018,12,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0943252369761467,"DIC",6,35.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4,NA
"105",2018-10-01,"C003",2018,10,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.105805724859238,"OCT",8,180.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.6,NA
"106",2017-04-01,"C003",2017,4,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0816172137856483,"ABR",8,75.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.9,NA
"107",2017-05-01,"C003",2017,5,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0868215188384056,"MAY",10,68.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.6,NA
"108",2017-01-01,"C003",2017,1,"Derio","M",30,43.2500997088715,-2.87782259937654,NA,0.00990098994225264,0.00990098994225264,0.0868360176682472,"ENE",9,222.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3,NA
"109",2019-04-01,"C007",2019,4,"Santa Clara","M",48,43.3022231798958,-2.37384142840162,0.0187264624983072,0.00990098994225264,0.00990098994225264,0.0964222028851509,"ABR",14,70,0.168562725186348,0.0268872212618589,0.0325640514492989,NA,0.0272527802735567,0.016968809068203,0.0299624819308519,0.0335397161543369,NA,47.4,NA
"110",2018-08-01,"C007",2018,8,"Santa Clara","M",48,43.3022231798958,-2.37384142840162,NA,0.00990098994225264,0.00990098994225264,0.0909519195556641,"AGO",9,70,0.160770535469055,0.0247292369604111,0.0260678213089705,NA,NA,NA,NA,NA,NA,33.3,NA
"111",2016-05-01,"C007",2016,5,"Santa Clara","M",48,43.3022231798958,-2.37384142840162,NA,0.00990098994225264,0.00990098994225264,0.100106753408909,"MAY",12,70,0.140239372849464,0.0263626724481583,0.0362835451960564,NA,NA,NA,NA,NA,NA,48.2,NA
