"","id","fecha","usuario","municipio","direccion","especie","altura","diametro","longitude","latitude","estado","agente","x","y","año","mes"
"1799",1777,2019-03-06,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE,32","AVISPA ASIÁTICA",9,18,-2.78841858737315,43.3262739581596,"CERRADA - ELIMINADO","BASALAN",39.1072739581596,3.83158141262685,"2019","03"
"1800",1778,2019-05-30,"AYUNTAMIENTO BUSTURIA","BUSTURIA","SAN CRISTOBAL, 69 BUSTURIA","AVISPA ASIÁTICA",10,9,-2.80981484979956,43.3044962925746,"CERRADA - ELIMINADO","BASALAN",39.0854962925746,3.81018515020044,"2019","05"
"1802",1780,2019-05-06,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE AUZOA 31  ","AVISPA ASIÁTICA",0,10,-2.78874195744663,43.3264548014011,"CERRADA - ELIMINADO","BASALAN",39.1074548014011,3.83125804255337,"2019","05"
"1803",1781,2019-06-19,"AYUNTAMIENTO BUSTURIA","BUSTURIA","SAN BARTOLOME, 20","AVISPA ASIÁTICA",9,15,-2.8015624648508,43.3191327961465,"CERRADA - ELIMINADO","BASALAN",39.1001327961465,3.8184375351492,"2019","06"
"1804",1782,2019-06-28,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE, 26","AVISPA ASIÁTICA",30,15,-2.78925284654768,43.3262843027258,"CERRADA - ELIMINADO","BASALAN",39.1072843027258,3.83074715345232,"2019","06"
"1805",1783,2019-05-07,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE, 28","AVISPA ASIÁTICA",0,15,-2.788948588156,43.3266413295862,"CERRADA - ELIMINADO","BASALAN",39.1076413295862,3.831051411844,"2019","05"
"1806",1784,2019-08-07,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE, 164- 3º CENTRO","AVISPA ASIÁTICA",20,10,-2.78960483165019,43.3276432856787,"CERRADA - ELIMINADO","BASALAN",39.1086432856787,3.83039516834981,"2019","08"
"1807",1785,2019-09-07,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE, 28","AVISPA ASIÁTICA",1,10,-2.78888458781914,43.3271249970387,"CERRADA - ELIMINADO","BASALAN",39.1081249970387,3.83111541218086,"2019","09"
"1808",1786,2019-07-22,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE, 313 BIS PORTAL C-1.º C","AVISPA ASIÁTICA",9,15,-2.78920110713257,43.3346087097491,"CERRADA - ELIMINADO","BASALAN",39.1156087097491,3.83079889286743,"2019","07"
"1809",1787,2019-07-29,"AYUNTAMIENTO BUSTURIA","BUSTURIA","SAN BARTOLOME AUZOA 20B  ","AVISPA ASIÁTICA",9,15,-2.8015624648508,43.3191327961465,"CERRADA - ELIMINADO","BASALAN",39.1001327961465,3.8184375351492,"2019","07"
"1810",1788,2019-07-29,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE","AVISPA ASIÁTICA",7,35,-2.79133790352508,43.3292772180452,"CERRADA - ELIMINADO","BASALAN",39.1102772180452,3.82866209647492,"2019","07"
"1811",1789,2019-07-30,"AYUNTAMIENTO BUSTURIA","BUSTURIA","SAN BARTOLOME, 54 IZDA.","AVISPA ASIÁTICA",1,10,-2.7932306614608,43.3207535224243,"CERRADA - ELIMINADO","BASALAN",39.1017535224243,3.8267693385392,"2019","07"
"1812",1790,2019-01-08,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE, 55","AVISPA ASIÁTICA",8,20,-2.7904779928033,43.3287438852718,"CERRADA - ELIMINADO","BASALAN",39.1097438852718,3.8295220071967,"2019","01"
"1813",1791,2019-02-08,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE 26","AVISPA ASIÁTICA",0,10,-2.78935534946357,43.3262865931902,"CERRADA - ELIMINADO","BASALAN",39.1072865931902,3.83064465053643,"2019","02"
"1814",1792,2019-08-21,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE, 74","AVISPA ASIÁTICA",17,50,-2.79030771299447,43.327361514091,"CERRADA - ELIMINADO","BASALAN",39.108361514091,3.82969228700553,"2019","08"
"1815",1793,2019-08-23,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE, 55","AVISPA ASIÁTICA",8,50,-2.79044631199033,43.3286944612624,"CERRADA - ELIMINADO","BASALAN",39.1096944612624,3.82955368800967,"2019","08"
"1816",1794,2019-08-29,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE, 55","AVISPA ASIÁTICA",8,50,-2.79044115647329,43.328738397501,"CERRADA - ELIMINADO","BASALAN",39.109738397501,3.82955884352671,"2019","08"
"1817",1795,2019-03-09,"AYUNTAMIENTO BUSTURIA","BUSTURIA","ABIÑA ANDONI DEUNA, 1","AVISPA ASIÁTICA",2,5,-2.78738043842677,43.3334233283222,"CERRADA - ELIMINADO","BASALAN",39.1144233283222,3.83261956157323,"2019","03"
"1819",1797,2019-04-09,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE, 64","AVISPA ASIÁTICA",25,40,-2.79018109132175,43.3280593706004,"CERRADA - ELIMINADO","BASALAN",39.1090593706004,3.82981890867825,"2019","04"
"1820",1798,2019-10-06,"AYUNTAMIENTO BUSTURIA","BUSTURIA","ALTAMIRA, 31 B","AVISPA ASIÁTICA",1,10,-2.79339924355811,43.3153931935224,"CERRADA - ELIMINADO","BOMBEROS",39.0963931935224,3.82660075644189,"2019","10"
"1821",1799,2018-11-30,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE, 113","AVISPA ASIÁTICA",2,30,-2.78965703066796,43.330938965165,"CERRADA - ELIMINADO","BOMBEROS",39.111938965165,3.83034296933204,"2018","11"
"1822",1800,2018-08-13,"AYUNTAMIENTO BUSTURIA","BUSTURIA","SAN CRISTOBAL, 5A","AVISPA COMÚN",2,40,-2.78769566915533,43.3194500249039,"CERRADA - ELIMINADO","BOMBEROS",39.1004500249039,3.83230433084467,"2018","08"
"1824",1802,2018-06-29,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE, 32 D","AVISPA ASIÁTICA",7,40,-2.78831545294282,43.3268541889516,"CERRADA - ELIMINADO","BOMBEROS",39.1078541889516,3.83168454705718,"2018","06"
"1825",1803,2018-06-29,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE, 112","AVISPA ASIÁTICA",20,30,-2.78998744143784,43.3306680531994,"CERRADA - ELIMINADO","BOMBEROS",39.1116680531994,3.83001255856216,"2018","06"
"1826",1804,2019-03-10,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE, 1","AVISPA ASIÁTICA",3,19,-2.79190574078231,43.327436643656,"CERRADA - ELIMINADO","BASALAN",39.1084366436559,3.82809425921769,"2019","03"
"1827",1805,2019-07-10,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE, 2","AVISPA ASIÁTICA",6,50,-2.79182279574407,43.3272368120262,"CERRADA - ELIMINADO","BASALAN",39.1082368120262,3.82817720425593,"2019","07"
"1828",1806,2019-08-10,"AYUNTAMIENTO BUSTURIA","BUSTURIA","ALTAMIRA, 20","AVISPA ASIÁTICA",1,20,-2.79346087551456,43.3163514229747,"CERRADA - ELIMINADO","BASALAN",39.0973514229747,3.82653912448544,"2019","08"
"1829",1807,2019-07-11,"AYUNTAMIENTO BUSTURIA","BUSTURIA","SAN BARTOLOME, 37","AVISPA ASIÁTICA",7,90,-2.78986221208601,43.3251406170873,"CERRADA - ELIMINADO","BASALAN",39.1061406170873,3.83013778791399,"2019","07"
"1830",1808,2019-07-11,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE, 94","AVISPA ASIÁTICA",12,35,-2.79195119174542,43.3282134922998,"CERRADA - ELIMINADO","BASALAN",39.1092134922998,3.82804880825458,"2019","07"
"1832",1810,2018-11-19,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE, 26","AVISPA ASIÁTICA",3,8,-2.78919412052043,43.3262798809113,"CERRADA - ELIMINADO","BASALAN",39.1072798809113,3.83080587947957,"2018","11"
"1833",1811,2018-11-19,"AYUNTAMIENTO BUSTURIA","BUSTURIA","ALTAMIRA, 53","AVISPA ASIÁTICA",6,12,-2.79178208040713,43.3149329549356,"CERRADA - ELIMINADO","BASALAN",39.0959329549356,3.82821791959287,"2018","11"
"1834",1812,2018-11-16,"AYUNTAMIENTO BUSTURIA","BUSTURIA","ALTAMIRA, 65","AVISPA ASIÁTICA",2,15,-2.78942893592239,43.3161688826714,"CERRADA - ELIMINADO","BASALAN",39.0971688826714,3.83057106407761,"2018","11"
"1835",1813,2018-11-16,"AYUNTAMIENTO BUSTURIA","BUSTURIA","SAN BARTOLOME, 38","AVISPA ASIÁTICA",2,100,-2.79020896115524,43.3243082381353,"CERRADA - ELIMINADO","BASALAN",39.1053082381353,3.82979103884476,"2018","11"
"1836",1814,2018-11-16,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE","AVISPA ASIÁTICA",1,15,-2.7913133349243,43.3274363466057,"CERRADA - ELIMINADO","BASALAN",39.1084363466057,3.8286866650757,"2018","11"
"1837",1815,2018-11-16,"AYUNTAMIENTO BUSTURIA","BUSTURIA","SAN BARTOLOME","AVISPA ASIÁTICA",0,1,-2.79459600891789,43.3202575277457,"CERRADA - ELIMINADO","BASALAN",39.1012575277457,3.82540399108211,"2018","11"
"1838",1816,2018-08-11,"AYUNTAMIENTO BUSTURIA","BUSTURIA","SAN BARTOLOME, 62","AVISPA ASIÁTICA",2,20,-2.79405256693369,43.3182742002863,"CERRADA - ELIMINADO","BASALAN",39.0992742002863,3.82594743306632,"2018","08"
"1839",1817,2018-06-11,"AYUNTAMIENTO BUSTURIA","BUSTURIA","ABIÑAKO ANDONI DEUNA","AVISPA ASIÁTICA",2,5,-2.78605463841943,43.3315949826801,"CERRADA - ELIMINADO","BASALAN",39.1125949826801,3.83394536158057,"2018","06"
"1840",1818,2018-05-11,"AYUNTAMIENTO BUSTURIA","BUSTURIA","ALTAMIRA, 10","AVISPA ASIÁTICA",1,5,-2.79274257277903,43.3166193710793,"CERRADA - ELIMINADO","BASALAN",39.0976193710793,3.82725742722097,"2018","05"
"1841",1819,2018-10-26,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE","AVISPA ASIÁTICA",5,15,-2.78746524622299,43.3318757154154,"CERRADA - ELIMINADO","BASALAN",39.1128757154154,3.83253475377701,"2018","10"
"1842",1820,2018-10-25,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE, 87","AVISPA ASIÁTICA",1,25,-2.79141990346726,43.3306492886856,"CERRADA - ELIMINADO","BASALAN",39.1116492886856,3.82858009653274,"2018","10"
"1843",1821,2018-10-24,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE, 28","AVISPA ASIÁTICA",2,5,-2.78887943294558,43.3271689343686,"CERRADA - ELIMINADO","BASALAN",39.1081689343686,3.83112056705442,"2018","10"
"1844",1822,2018-10-17,"AYUNTAMIENTO BUSTURIA","BUSTURIA","SAN CRISTOBAL,5","AVISPA ASIÁTICA",20,25,-2.78747724015396,43.3190237534485,"CERRADA - ELIMINADO","BASALAN",39.1000237534485,3.83252275984604,"2018","10"
"1845",1823,2018-10-17,"AYUNTAMIENTO BUSTURIA","BUSTURIA","SAN BARTOLOME","AVISPA ASIÁTICA",3,10,-2.79449368390282,43.3204081334571,"CERRADA - ELIMINADO","BASALAN",39.1014081334571,3.82550631609718,"2018","10"
"1847",1825,2018-10-15,"AYUNTAMIENTO BUSTURIA","BUSTURIA","SAN CRISTOBAL, 80","AVISPA ASIÁTICA",2,10,-2.79290588800645,43.3123440889399,"CERRADA - ELIMINADO","BASALAN",39.0933440889399,3.82709411199356,"2018","10"
"1848",1826,2018-05-10,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE, 142","AVISPA ASIÁTICA",1,15,-2.78924175156778,43.3351381944663,"CERRADA - ELIMINADO","BASALAN",39.1161381944663,3.83075824843222,"2018","05"
"1849",1827,2018-03-10,"AYUNTAMIENTO BUSTURIA","BUSTURIA","SAN CRISTOBAL","AVISPA ASIÁTICA",4,35,-2.79500440240483,43.3139679848676,"CERRADA - ELIMINADO","BASALAN",39.0949679848676,3.82499559759517,"2018","03"
"1850",1828,2018-09-27,"AYUNTAMIENTO BUSTURIA","BUSTURIA","ALTAMIRA, 53","AVISPA ASIÁTICA",4,20,-2.79186037843739,43.31473981131,"CERRADA - ELIMINADO","BASALAN",39.09573981131,3.82813962156261,"2018","09"
"1851",1829,2018-09-25,"AYUNTAMIENTO BUSTURIA","BUSTURIA","SAN CRISTOBAL, 50","AVISPA ASIÁTICA",5,15,-2.79676020819071,43.3141229946175,"CERRADA - ELIMINADO","BASALAN",39.0951229946175,3.82323979180929,"2018","09"
"1854",1832,2018-10-09,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE, 17","AVISPA ASIÁTICA",1,30,-2.79076032858119,43.3264511961941,"CERRADA - ELIMINADO","BASALAN",39.1074511961941,3.82923967141881,"2018","10"
"1855",1833,2018-08-29,"AYUNTAMIENTO BUSTURIA","BUSTURIA","ALTAMIRA, 11","AVISPA ASIÁTICA",5,30,-2.79295882060701,43.3167035212847,"CERRADA - ELIMINADO","BASALAN",39.0977035212847,3.82704117939299,"2018","08"
"1856",1834,2018-08-28,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE, 96","AVISPA ASIÁTICA",5,35,-2.79260055895157,43.3284804142711,"CERRADA - NO ELIMINABLE","BASALAN",39.1094804142711,3.82739944104843,"2018","08"
"1857",1835,2018-08-24,"AYUNTAMIENTO BUSTURIA","BUSTURIA","SAN BARTOLOME, 65","AVISPA ASIÁTICA",6,20,-2.79331076011189,43.3180626840543,"CERRADA - ELIMINADO","BASALAN",39.0990626840543,3.82668923988811,"2018","08"
"1858",1836,2018-08-23,"AYUNTAMIENTO BUSTURIA","BUSTURIA","SAN BARTOLOME, 20","AVISPA ASIÁTICA",10,30,-2.80153915190483,43.3191048009826,"CERRADA - ELIMINADO","BASALAN",39.1001048009826,3.81846084809517,"2018","08"
"1859",1837,2018-08-23,"AYUNTAMIENTO BUSTURIA","BUSTURIA","SAN BARTOLOME","AVISPA ASIÁTICA",12,50,-2.80695067023262,43.3316495487353,"CERRADA - ELIMINADO","BASALAN",39.1126495487353,3.81304932976738,"2018","08"
"1860",1838,2018-08-21,"AYUNTAMIENTO BUSTURIA","BUSTURIA","SAN BARTOLOME, 56 A","AVISPA ASIÁTICA",4,50,-2.7938680003916,43.3213705885168,"CERRADA - NO ELIMINABLE","BASALAN",39.1023705885168,3.8261319996084,"2018","08"
"1861",1839,2018-08-21,"AYUNTAMIENTO BUSTURIA","BUSTURIA","SAN BARTOLOME, 56 A","AVISPA ASIÁTICA",3,1,-2.79389754318721,43.3213764336202,"CERRADA - ELIMINADO","BASALAN",39.1023764336202,3.82610245681279,"2018","08"
"1863",1841,2018-08-16,"AYUNTAMIENTO BUSTURIA","BUSTURIA","SAN BARTOLOME","AVISPA ASIÁTICA",10,10,-2.78914462081628,43.3231877510939,"CERRADA - ELIMINADO","BASALAN",39.1041877510939,3.83085537918372,"2018","08"
"1864",1842,2018-08-16,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE, 11","AVISPA ASIÁTICA",10,40,-2.79099461175274,43.3273499238571,"CERRADA - ELIMINADO","BASALAN",39.1083499238571,3.82900538824726,"2018","08"
"1865",1843,2018-08-16,"AYUNTAMIENTO BUSTURIA","BUSTURIA","SAN BARTOLOME, 59","AVISPA ASIÁTICA",3,25,-2.79409489172997,43.321075578344,"CERRADA - ELIMINADO","BASALAN",39.102075578344,3.82590510827003,"2018","08"
"1866",1844,2018-08-14,"AYUNTAMIENTO BUSTURIA","BUSTURIA","SAN CRISTOBAL, 14","AVISPA ASIÁTICA",6,22,-2.786150869605,43.3158478691913,"CERRADA - ELIMINADO","BASALAN",39.0968478691913,3.833849130395,"2018","08"
"1868",1846,2018-08-13,"AYUNTAMIENTO BUSTURIA","BUSTURIA","ALTAMIRA, 22","AVISPA ASIÁTICA",8,10,-2.79502299125184,43.3164356957052,"CERRADA - ELIMINADO","BASALAN",39.0974356957052,3.82497700874816,"2018","08"
"1869",1847,2018-08-13,"AYUNTAMIENTO BUSTURIA","BUSTURIA","ALTAMIRA, 22","AVISPA ASIÁTICA",7,40,-2.79507905755125,43.3165349180431,"CERRADA - ELIMINADO","BASALAN",39.0975349180431,3.82492094244875,"2018","08"
"1870",1848,2018-08-13,"AYUNTAMIENTO BUSTURIA","BUSTURIA","SAN BARTOLOME, 23","AVISPA ASIÁTICA",20,25,-2.80086708153046,43.3206155593718,"CERRADA - ELIMINADO","BASALAN",39.1016155593718,3.81913291846954,"2018","08"
"1871",1849,2018-07-08,"AYUNTAMIENTO BUSTURIA","BUSTURIA","SAN CRISTOBAL, 13-14","AVISPA ASIÁTICA",4,7,-2.7854557017273,43.3159909657211,"CERRADA - ELIMINADO","BASALAN",39.0969909657211,3.8345442982727,"2018","07"
"1872",1850,2018-07-08,"AYUNTAMIENTO BUSTURIA","BUSTURIA","SAN CRISTOBAL, 25 A","AVISPA ASIÁTICA",15,60,-2.7868169275229,43.3149634143477,"CERRADA - ELIMINADO","BASALAN",39.0959634143477,3.8331830724771,"2018","07"
"1873",1851,2018-07-08,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE, 95","AVISPA ASIÁTICA",5,1,-2.7925289995524,43.328214503207,"CERRADA - ELIMINADO","BASALAN",39.109214503207,3.8274710004476,"2018","07"
"1874",1852,2018-07-08,"AYUNTAMIENTO BUSTURIA","BUSTURIA","ALTAMIRA, 20","AVISPA ASIÁTICA",2,10,-2.79334571756597,43.3162405101007,"CERRADA - ELIMINADO","BASALAN",39.0972405101007,3.82665428243403,"2018","07"
"1875",1853,2018-03-08,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE, 85 A","AVISPA ASIÁTICA",1,40,-2.79277742941535,43.3323815353816,"CERRADA - ELIMINADO","BASALAN",39.1133815353816,3.82722257058465,"2018","03"
"1876",1854,2018-07-30,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE, 120","AVISPA ASIÁTICA",20,40,-2.7887283759786,43.3312390127213,"CERRADA - ELIMINADO","BASALAN",39.1122390127213,3.8312716240214,"2018","07"
"1877",1855,2018-07-30,"AYUNTAMIENTO BUSTURIA","BUSTURIA","SAN CRISTOBAL, 80 IZDA.","AVISPA ASIÁTICA",12,35,-2.79327106808964,43.3179990776229,"CERRADA - ELIMINADO","BASALAN",39.0989990776228,3.82672893191036,"2018","07"
"1878",1856,2018-07-26,"AYUNTAMIENTO BUSTURIA","BUSTURIA","BUSTURIA","AVISPA ASIÁTICA",4,70,-2.78866414250226,43.3312712638957,"CERRADA - ELIMINADO","BASALAN",39.1122712638957,3.83133585749774,"2018","07"
"1880",1858,2018-07-24,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE AUZOA 27 (48350)","AVISPA ASIÁTICA",15,70,-2.78922747489591,43.325470047734,"CERRADA - ELIMINADO","BASALAN",39.106470047734,3.83077252510409,"2018","07"
"1881",1859,2018-07-13,"AYUNTAMIENTO BUSTURIA","BUSTURIA","SAN BARTOLOME SN","AVISPA ASIÁTICA",30,40,-2.7889625666412,43.3232038959286,"CERRADA - ELIMINADO","BASALAN",39.1042038959286,3.8310374333588,"2018","07"
"1882",1860,2018-09-07,"AYUNTAMIENTO BUSTURIA","BUSTURIA","SAN CRISTOBAL 62","AVISPA ASIÁTICA",6,40,-2.8051484571631,43.3063098702462,"CERRADA - ELIMINADO","BASALAN",39.0873098702462,3.8148515428369,"2018","09"
"1883",1861,2018-02-07,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE 3","AVISPA ASIÁTICA",8,50,-2.79182279574407,43.3272368120262,"CERRADA - ELIMINADO","BASALAN",39.1082368120262,3.82817720425593,"2018","02"
"1884",1862,2018-06-21,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE, 33","AVISPA ASIÁTICA",5,20,-2.78789326460688,43.3262995427547,"CERRADA - ELIMINADO","BASALAN",39.1072995427547,3.83210673539312,"2018","06"
"1885",1863,2018-06-21,"AYUNTAMIENTO BUSTURIA","BUSTURIA","AXPE, 27","AVISPA ASIÁTICA",2,50,-2.78918286161594,43.3259018095852,"CERRADA - ELIMINADO","BASALAN",39.1069018095852,3.83081713838406,"2018","06"
"1886",1864,2018-05-06,"AYUNTAMIENTO BUSTURIA","BUSTURIA","SAN BARTOLOME, 56 A","AVISPA ASIÁTICA",8,40,-2.79388401901979,43.3213989356635,"CERRADA - NO ELIMINABLE","BASALAN",39.1023989356635,3.82611598098021,"2018","05"
"1887",1865,2018-05-23,"AYUNTAMIENTO BUSTURIA","BUSTURIA","BUSTURIA AXPE, 96","AVISPA ASIÁTICA",3,5,-2.79328067437152,43.3283308359272,"CERRADA - ELIMINADO","BASALAN",39.1093308359272,3.82671932562848,"2018","05"
"1888",1866,2018-05-21,"AYUNTAMIENTO BUSTURIA","BUSTURIA","ALTAMIRA, 30 BUSTURIA","AVISPA ASIÁTICA",25,40,-2.79287187820762,43.315229499893,"CERRADA - ELIMINADO","BASALAN",39.096229499893,3.82712812179238,"2018","05"
"1890",1868,2019-04-06,"AYUNTAMIENTO DERIO","DERIO","KALEA ARESTI 10C  ","AVISPA ASIÁTICA",1,50,-2.89374919879865,43.2468467153271,"CERRADA - ELIMINADO","BASALAN",39.0278467153271,3.72625080120135,"2019","04"
"1891",1869,2019-10-06,"AYUNTAMIENTO DERIO","DERIO","UGALDEGUREN 1","AVISPA ASIÁTICA",2,10,-2.90086663930925,43.2456657232054,"CERRADA - ELIMINADO","BASALAN",39.0266657232054,3.71913336069075,"2019","10"
"1892",1870,2019-06-24,"AYUNTAMIENTO DERIO","DERIO","GANGUREN 1- 4ºA","AVISPA ASIÁTICA",16,15,-2.89887799475444,43.2483316131613,"CERRADA - ELIMINADO","BASALAN",39.0293316131613,3.72112200524556,"2019","06"
"1893",1871,2019-06-25,"AYUNTAMIENTO DERIO","DERIO","C/ LARRAURI N. 1","AVISPA ASIÁTICA",1,15,-2.89404215907121,43.2499223590339,"CERRADA - ELIMINADO","BASALAN",39.0309223590339,3.72595784092879,"2019","06"
"1894",1872,2019-06-26,"AYUNTAMIENTO DERIO","DERIO","LUGAR BARRIO SAN CRISTOBAL 53B  ","AVISPA ASIÁTICA",15,40,-2.88606114590894,43.2582997540351,"CERRADA - ELIMINADO","BASALAN",39.0392997540351,3.73393885409106,"2019","06"
"1895",1873,2019-07-19,"AYUNTAMIENTO DERIO","DERIO","C/ LARRAURI Nº 1","AVISPA ASIÁTICA",20,25,-2.8941311846238,43.2499473007547,"CERRADA - ELIMINADO","BASALAN",39.0309473007547,3.7258688153762,"2019","07"
"1896",1874,2019-08-16,"AYUNTAMIENTO DERIO","DERIO","SAN ISIDRO 11-A","AVISPA ASIÁTICA",1,25,-2.89576327947814,43.2663793583618,"CERRADA - ELIMINADO","BASALAN",39.0473793583618,3.72423672052186,"2019","08"
"1897",1875,2019-08-16,"AYUNTAMIENTO DERIO","DERIO","SAN ISIDRO 11-A","AVISPA ASIÁTICA",1,25,-2.89576327947814,43.2663793583618,"CERRADA - NO ELIMINABLE","BASALAN",39.0473793583618,3.72423672052186,"2019","08"
"1898",1876,2019-08-16,"AYUNTAMIENTO DERIO","DERIO","SAN ISIDRO 11-A","AVISPA ASIÁTICA",1,25,-2.89576327947814,43.2663793583618,"CERRADA - NO ELIMINABLE","BASALAN",39.0473793583618,3.72423672052186,"2019","08"
"1899",1877,2019-02-09,"AYUNTAMIENTO DERIO","DERIO","ARTEAGA 31","AVISPA ASIÁTICA",12,40,-2.88775103423885,43.2487769487102,"CERRADA - ELIMINADO","BASALAN",39.0297769487102,3.73224896576115,"2019","02"
"1900",1878,2019-08-29,"AYUNTAMIENTO DERIO","DERIO","MUNGIALDE 37","AVISPA ASIÁTICA",8,30,-2.89783395806645,43.2591494694425,"CERRADA - ELIMINADO","BASALAN",39.0401494694425,3.72216604193355,"2019","08"
"1901",1879,2019-04-09,"AYUNTAMIENTO DERIO","DERIO","LARRAURI 1","AVISPA ASIÁTICA",2,1,-2.89313870603176,43.2495497008049,"CERRADA - ELIMINADO","BASALAN",39.0305497008049,3.72686129396824,"2019","04"
"1902",1880,2019-09-13,"AYUNTAMIENTO DERIO","DERIO","LARRAURI 1","AVISPA ASIÁTICA",2,10,-2.89405745858619,43.2499362093123,"CERRADA - NO ELIMINABLE","BASALAN",39.0309362093123,3.72594254141381,"2019","09"
"1903",1881,2019-08-19,"AYUNTAMIENTO DERIO","DERIO","Bº ARTEAGA","AVISPA ASIÁTICA",8,3,-2.89464741124079,43.2529467033333,"CERRADA - ELIMINADO","BOMBEROS",39.0339467033333,3.72535258875921,"2019","08"
"1904",1882,2019-10-14,"AYUNTAMIENTO DERIO","DERIO","C/ ARESTI, S/N.","AVISPA ASIÁTICA",30,50,-2.8964447804558,43.2458086501363,"CERRADA - NO ELIMINABLE","BOMBEROS",39.0268086501363,3.7235552195442,"2019","10"
"1905",1883,2019-10-14,"AYUNTAMIENTO DERIO","DERIO","SAN ISIDRO N. 9","AVISPA COMÚN",3,40,-2.89580352514016,43.2649204823254,"CERRADA - ELIMINADO","BOMBEROS",39.0459204823254,3.72419647485984,"2019","10"
"1906",1884,2019-11-14,"AYUNTAMIENTO DERIO","DERIO","GERNIKAKO ARBOLA 37","AVISPA ASIÁTICA",3,50,-2.89583276584739,43.2486355733544,"CERRADA - ELIMINADO","BOMBEROS",39.0296355733544,3.72416723415261,"2019","11"
"1907",1885,2018-09-20,"AYUNTAMIENTO DERIO","DERIO","KALEA LARRAURI 1A (48160)","AVISPA ASIÁTICA",2,40,-2.89166421704265,43.2490218662423,"CERRADA - ELIMINADO","BOMBEROS",39.0300218662423,3.72833578295735,"2018","09"
"1908",1886,2018-11-09,"AYUNTAMIENTO DERIO","DERIO","KALEA ERREKALDE 1002 (48160)","AVISPA COMÚN",20,40,-2.89452334441294,43.252493537766,"CERRADA - ELIMINADO","BOMBEROS",39.033493537766,3.72547665558706,"2018","11"
"1909",1887,2018-08-21,"AYUNTAMIENTO DERIO","DERIO","POLÍGONO PARQUE TECNOLÓGICO","AVISPA COMÚN",12,3,-2.88287195512923,43.2502247278405,"CERRADA - ELIMINADO","BOMBEROS",39.0312247278405,3.73712804487077,"2018","08"
"1910",1888,2019-11-10,"AYUNTAMIENTO DERIO","DERIO","UGALDEGUREN 1","AVISPA ASIÁTICA",100,50,-2.90090142905941,43.2456276505534,"CERRADA - ELIMINADO","BASALAN",39.0266276505534,3.71909857094059,"2019","11"
"1911",1889,2019-10-14,"AYUNTAMIENTO DERIO","DERIO","URBASA GUNEA","AVISPA ASIÁTICA",4,50,-2.89619134369872,43.2518610511333,"CERRADA - ELIMINADO","BASALAN",39.0328610511333,3.72380865630128,"2019","10"
"1912",1890,2019-10-21,"BASALAN","DERIO","ASTIKENE","AVISPA ASIÁTICA",0,40,-2.90230003822859,43.2585672983576,"CERRADA - ELIMINADO","BASALAN",39.0395672983576,3.71769996177141,"2019","10"
"1913",1891,2019-04-11,"AYUNTAMIENTO DERIO","DERIO","BARRIO DE SAN ESTEBAN 15B  ","AVISPA ASIÁTICA",6,50,-2.90478535865519,43.2583482099395,"CERRADA - ELIMINADO","BASALAN",39.0393482099395,3.71521464134481,"2019","04"
"1914",1892,2019-12-13,"AYUNTAMIENTO DERIO","DERIO","BARRIO SAN CRISTOBAL Nº20  ","AVISPA ASIÁTICA",7,50,-2.89241099458577,43.2596168332212,"CERRADA - ELIMINADO","BASALAN",39.0406168332212,3.72758900541423,"2019","12"
